Formulation,Cationic_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Helper_lipid_ID,Cationic_Lipid_to_mRNA_weight_ratio,Dosage,Comment,Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,Experiment_ID,Purity,Mix_type,Cargo_type,Experimenter_ID,Model_type,Exposure_time,Delivery_target,Route_of_administration,Experiment_weight,Library_ID,Goal,Batch_or_individual_or_barcoded,Value_name,screen_id,identifier,Mol,Num tails
Han_amidine,17.3,12.5,24.2,1.0,DOPE,10.0,15.0,Computed with aid lipid molwt as 865,19T-O14,2.0,14.0,856.425999999999,Han_amidine,Crude,Microfluidic,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_amidine,max,Individual,Cell_viability,Han_amidine,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,4-a2-9,2.0,9.0,630.9590000000001,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Han_amidine,17.3,12.5,24.2,1.0,DOPE,10.0,15.0,Computed with aid lipid molwt as 865,25T-O14,4.0,14.0,1794.9980000000005,Han_amidine,Crude,Microfluidic,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_amidine,max,Individual,Cell_viability,Han_amidine,,,
Unsat_dendrimer,23.80952381,23.80952381,47.61904762,4.761904762,DOPE,11.89655679,25.0,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2777",2A2-Cit,2.0,8.0,,Lee_unsat,Pure,Hand,mRNA,slee,IGROV1,24,FFL,in_vitro,1.0,Lee_unsat_dendrimer,max,Individual,Cell_viability,Lee_unsat,,870.317,
Unsat_dendrimer,23.80952381,23.80952381,47.61904762,4.761904762,DOPE,16.65781575,25.0,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2754",4A3-SC6,4.0,6.0,,Lee_unsat,Pure,Hand,mRNA,slee,IGROV1,24,FFL,in_vitro,1.0,Lee_unsat_dendrimer,max,Individual,Cell_viability,Lee_unsat,,1467.21,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,1-a3-8b,3.0,7.0,675.9960000000001,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Han_amidine,17.3,12.5,24.2,1.0,DOPE,10.0,15.0,Computed with aid lipid molwt as 865,20T-O12,3.0,12.0,1170.9209999999991,Han_amidine,Crude,Microfluidic,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_amidine,max,Individual,Cell_viability,Han_amidine,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,6-a3-8b,3.0,7.0,660.9810000000001,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Han_a3,40.0,16.45655241935485,31.666041639725876,1.469241000000001,DOPE,10.0,15.0,,B6-2,2.0,12.0,489.7470000000003,Han_a3,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_a3,max,Individual,Cell_viability,Han_a3,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,12-a2-6b,2.0,5.0,492.7050000000004,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Han_amidine,17.3,12.5,24.2,1.0,DOPE,10.0,15.0,Computed with aid lipid molwt as 865,8T-O14,2.0,14.0,668.1299999999995,Han_amidine,Crude,Microfluidic,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_amidine,max,Individual,Cell_viability,Han_amidine,,,
Han_a3,26.367575009110436,20.787634408602152,40.0,1.85592,DOPE,10.0,15.0,,B28-4,4.0,12.0,938.4859999999994,Han_a3,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_a3,max,Individual,Cell_viability,Han_a3,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,9-a3-9b2,3.0,7.0,744.1149999999999,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Han_a3,32.769248901207305,20.787634408602145,40.0,1.8559199999999996,DOPE,10.0,15.0,,A25-4,4.0,10.0,755.147,Han_a3,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_a3,max,Individual,Cell_viability,Han_a3,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,4-a2-9b2,2.0,7.0,630.9590000000002,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,4-a2-8,2.0,8.0,602.9050000000002,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,12-a2-9b2,2.0,7.0,576.8670000000003,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Unsat_dendrimer,23.80952381,23.80952381,47.61904762,4.761904762,DOPE,10.19245476,25.0,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2702",2A9V-3C,2.0,6.0,,Lee_unsat,Pure,Hand,mRNA,slee,IGROV1,24,FFL,in_vitro,1.0,Lee_unsat_dendrimer,max,Individual,Cell_viability,Lee_unsat,,703.021,
Han_a3,15.706565686698903,20.78763440860215,40.0,1.8559199999999996,DOPE,10.0,15.0,,C29-6,6.0,13.0,1575.4939999999997,Han_a3,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_a3,max,Individual,Cell_viability,Han_a3,,,
Unsat_dendrimer,23.80952381,23.80952381,47.61904762,4.761904762,DOPE,10.77588088,25.0,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2700",2A2-3C,2.0,6.0,,Lee_unsat,Pure,Hand,mRNA,slee,IGROV1,24,FFL,in_vitro,1.0,Lee_unsat_dendrimer,max,Individual,Cell_viability,Lee_unsat,,758.101,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,12-a2-7b2,2.0,5.0,520.7590000000006,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,4-a3-8b,3.0,7.0,759.1299999999998,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Han_amidine,17.3,12.5,24.2,1.0,DOPE,10.0,15.0,Computed with aid lipid molwt as 865,24T-O14,2.0,14.0,954.5749999999988,Han_amidine,Crude,Microfluidic,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_amidine,max,Individual,Cell_viability,Han_amidine,,,
Unsat_dendrimer,23.80952381,23.80952381,47.61904762,4.761904762,DOPE,22.64272036,25.0,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2748",6A3-Far,6.0,12.0,,Lee_unsat,Pure,Hand,mRNA,slee,IGROV1,24,FFL,in_vitro,1.0,Lee_unsat_dendrimer,max,Individual,Cell_viability,Lee_unsat,,2682.024,
Unsat_dendrimer,23.80952381,23.80952381,47.61904762,4.761904762,DOPE,10.19245476,25.0,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2765",2A9V-2C,2.0,6.0,,Lee_unsat,Pure,Hand,mRNA,slee,IGROV1,24,FFL,in_vitro,1.0,Lee_unsat_dendrimer,max,Individual,Cell_viability,Lee_unsat,,703.021,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,2-a2-8b,2.0,7.0,533.7980000000005,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Han_amidine,17.3,12.5,24.2,1.0,DOPE,10.0,15.0,Computed with aid lipid molwt as 865,18T-O12,2.0,12.0,786.2909999999994,Han_amidine,Crude,Microfluidic,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_amidine,max,Individual,Cell_viability,Han_amidine,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,11-a3-6b,3.0,5.0,548.7650000000004,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Han_amidine,17.3,12.5,24.2,1.0,DOPE,10.0,15.0,Computed with aid lipid molwt as 865,6T-O9,2.0,9.0,566.9810000000002,Han_amidine,Crude,Microfluidic,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_amidine,max,Individual,Cell_viability,Han_amidine,,,
Unsat_dendrimer,23.80952381,23.80952381,47.61904762,4.761904762,DOPE,16.21769967,25.0,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2704",4A1-3C,4.0,6.0,,Lee_unsat,Pure,Hand,mRNA,slee,IGROV1,24,FFL,in_vitro,1.0,Lee_unsat_dendrimer,max,Individual,Cell_viability,Lee_unsat,,1402.01,
Han_a3,40.0,19.352318548387107,37.238135264451074,1.7277750000000007,DOPE,10.0,15.0,,C5-2,2.0,13.0,575.9250000000003,Han_a3,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_a3,max,Individual,Cell_viability,Han_a3,,,
Han_amidine,17.3,12.5,24.2,1.0,DOPE,10.0,15.0,Computed with aid lipid molwt as 865,23T-O9,2.0,9.0,799.2899999999995,Han_amidine,Crude,Microfluidic,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_amidine,max,Individual,Cell_viability,Han_amidine,,,
Han_a3,40.0,15.64801747311829,30.11024182076816,1.3970550000000006,DOPE,10.0,15.0,,A15-2,2.0,10.0,465.6850000000003,Han_a3,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_a3,max,Individual,Cell_viability,Han_a3,,,
Han_amidine,17.3,12.5,24.2,1.0,DOPE,10.0,15.0,Computed with aid lipid molwt as 865,23T-O14,2.0,14.0,939.5599999999988,Han_amidine,Crude,Microfluidic,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_amidine,max,Individual,Cell_viability,Han_amidine,,,
Unsat_dendrimer,23.80952381,23.80952381,47.61904762,4.761904762,DOPE,10.77588088,25.0,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2770",2A2-5,2.0,6.0,,Lee_unsat,Pure,Hand,mRNA,slee,IGROV1,24,FFL,in_vitro,1.0,Lee_unsat_dendrimer,max,Individual,Cell_viability,Lee_unsat,,758.101,
Han_amidine,17.3,12.5,24.2,1.0,DOPE,10.0,15.0,Computed with aid lipid molwt as 865,13T-O12,2.0,12.0,603.0140000000001,Han_amidine,Crude,Microfluidic,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_amidine,max,Individual,Cell_viability,Han_amidine,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,9-a3-6b,3.0,5.0,617.8720000000002,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,11-a2-6b,2.0,5.0,420.5940000000002,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,7-a2-9b2,2.0,7.0,546.8370000000004,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Han_a3,40.0,14.37083333333334,27.652657442131144,1.2830280000000005,DOPE,10.0,15.0,,B1-2,2.0,12.0,427.6760000000002,Han_a3,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_a3,max,Individual,Cell_viability,Han_a3,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,6-a3-7b2,3.0,5.0,618.9000000000002,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,9-a2-6b,2.0,5.0,489.7010000000003,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,2-a2-8,2.0,8.0,547.8250000000005,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Unsat_dendrimer,23.80952381,23.80952381,47.61904762,4.761904762,DOPE,10.04013539,25.0,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2701",2A9-3C,2.0,6.0,,Lee_unsat,Pure,Hand,mRNA,slee,IGROV1,24,FFL,in_vitro,1.0,Lee_unsat_dendrimer,max,Individual,Cell_viability,Lee_unsat,,688.994,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,5-a3-7b,3.0,6.0,604.8730000000002,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
Unsat_dendrimer,23.80952381,23.80952381,47.61904762,4.761904762,DOPE,21.05699789,25.0,"Total lipids/RNA 40:1; DOPE MW = 744, Chol = 387, C14-P2K = 2783",6A3-Cit,6.0,8.0,,Lee_unsat,Pure,Hand,mRNA,slee,IGROV1,24,FFL,in_vitro,1.0,Lee_unsat_dendrimer,max,Individual,Cell_viability,Lee_unsat,,2285.406,
Han_amidine,17.3,12.5,24.2,1.0,DOPE,10.0,15.0,Computed with aid lipid molwt as 865,3T-O16,2.0,16.0,611.078,Han_amidine,Crude,Microfluidic,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_amidine,max,Individual,Cell_viability,Han_amidine,,,
Han_a3,40.0,19.150604838709693,36.849993534204096,1.7097660000000012,DOPE,10.0,15.0,,B22-2,2.0,12.0,569.9220000000005,Han_a3,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,1.0,Han_a3,max,Individual,Cell_viability,Han_a3,,,
Lxue,35.0,16.0,46.5,2.5,DOPE,10.0,10.0,Tox,7-a3-7b2,3.0,5.0,632.9270000000001,Xue_CAD_LNP,Pure,Microfluidic,mRNA,lxue,HeLa,24,FLL,in_vitro,1.0,Xue_CAD_LNP,max,Barcoded,Cell_viability,Xue_CAD_LNP,,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,6.0,1028.3290000000002,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,HG-EP6,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,8.0,1168.5990000000002,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,HG-EP8,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,10.0,1308.8690000000006,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,HG-EP10,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,9.0,1308.8690000000006,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,HG-EP10-1,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,12.0,1449.139000000001,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,HG-EP12,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,14.0,1589.4090000000012,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,HG-EP14,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,6.0,1349.026,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GT-EP6,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,8.0,1601.5120000000006,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GT-EP8,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,10.0,1853.998000000001,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GT-EP10,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,9.0,1853.998,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GT-EP10-1,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,12.0,2106.4840000000013,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GT-EP12,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,14.0,2358.9700000000007,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GT-EP14,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,6.0,1487.0570000000007,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,AM-EP6,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,8.0,1739.5430000000003,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,AM-EP8,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,10.0,1992.029000000001,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,AM-EP10,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,9.0,1992.029,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,AM-EP10-1,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,12.0,2244.5150000000003,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,AM-EP12,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,14.0,2497.0009999999997,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,AM-EP14,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,6.0,1197.684999999999,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GN-EP6,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,8.0,1394.0629999999992,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GN-EP8,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,10.0,1590.4409999999991,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GN-EP10,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,9.0,1590.4409999999991,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GN-EP10-1,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,12.0,1786.819,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GN-EP12,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,7.0,14.0,1983.1970000000003,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GN-EP14,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,6.0,1378.7840000000008,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,HG-Ac6,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,8.0,1519.054000000001,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,HG-Ac8,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,7.0,1519.0540000000003,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,HG-Ac8-1,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,10.0,1659.3240000000012,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,HG-Ac10,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,5.0,12.0,1799.5940000000007,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,HG-Ac12,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,6.0,1979.8450000000007,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GT-Ac6,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,8.0,2232.3310000000006,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GT-Ac8,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,7.0,2232.330999999999,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GT-Ac8-1,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,10.0,2484.817,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GT-Ac10,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,12.0,2737.3030000000003,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,GT-Ac12,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,6.0,2117.8759999999997,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,AM-Ac6,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,8.0,2370.3619999999996,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,AM-Ac8,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,7.0,2370.3619999999983,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,AM-Ac8-1,,
xyu,15.0,15.0,30.0,3.0,DOPE,20.0,25.0,,,9.0,10.0,2622.8479999999986,Yu_Aminoglycoside,Pure,Microfluidic,mRNA,xyu,IGROV1,24,FLL,in_vitro,1.0,Siegwart_Amino,max,Batch,Cell_viability,Yu_Aminoglycoside,AM-Ac10,,
