Formulation,Cationic_Lipid_Mol_Ratio,Phospholipid_Mol_Ratio,Cholesterol_Mol_Ratio,PEG_Lipid_Mol_Ratio,Helper_lipid_ID,Cationic_Lipid_to_mRNA_weight_ratio,Dosage,Comment,Lipid_name,Num_tails,Num_carbon_in_tail,MolWt,Experiment_ID,Purity,Mix_type,Cargo_type,Experimenter_ID,Model_type,Exposure_time,Delivery_target,Route_of_administration,Experiment_weight,Library_ID,Goal,Batch_or_individual_or_barcoded,Value_name,screen_id,identifier,Mol,Num tails
Han_branched,31.75228047574017,20.787634408602152,40.0,2.3199,DOPE,10.0,50.0,,10-12,2.0,12.0,779.3329999999995,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,29.619805587707592,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,50.0,,10-14,2.0,14.0,835.4409999999992,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,37.09334344650188,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,50.0,,12-6,2.0,12.0,667.1170000000001,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,34.21563137336238,20.787634408602152,40.0,2.3198999999999996,DOPE,10.0,50.0,,12-8,2.0,12.0,723.2249999999998,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,31.75228047574017,20.787634408602152,40.0,2.3199,DOPE,10.0,50.0,,12-10,2.0,12.0,779.3329999999995,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,29.619805587707592,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,50.0,,12-12,2.0,12.0,835.4409999999992,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,27.75573748610567,20.787634408602152,40.0,2.3199,DOPE,10.0,50.0,,12-14,2.0,14.0,891.5489999999991,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,34.21563137336238,20.787634408602152,40.0,2.3198999999999996,DOPE,10.0,50.0,,14-6,2.0,14.0,723.2249999999998,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,31.75228047574017,20.787634408602152,40.0,2.3199,DOPE,10.0,50.0,,14-8,2.0,14.0,779.3329999999995,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,29.619805587707592,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,50.0,,14-10,2.0,14.0,835.4409999999992,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,27.75573748610567,20.787634408602152,40.0,2.3199,DOPE,10.0,50.0,,14-12,2.0,14.0,891.5489999999991,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,26.11240142794284,20.78763440860215,40.0,2.3198999999999996,DOPE,10.0,50.0,,14-14,2.0,14.0,947.6569999999988,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
Han_branched,50.0,10.0,38.5,1.5,DSPC,10.0,50.0,,MC3,2.0,19.0,642.1100000000001,Han_branched,Crude,Hand,mRNA,Han,HepG2,24,FFL,in_vitro,0.5,Han_branched,max,Individual,Cell_viability,Han_branched,,,
