Formulation,Helper_lipid_ID,Comment,Lipid_name,Experiment_ID,Cargo_type,Model_type,Experiment_weight,split_name_for_normalization,toxicity_class
Han_branched,DOPE,,8-8,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,8-10,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,8-12,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,8-14,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,10-6,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,12-6,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,12-8,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,12-10,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,14-10,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,14-12,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,14-14,Han_branched,mRNA,HepG2,0.33,Han_branched,1
Han_branched,DSPC,,MC3,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,6,Han_branched,mRNA,HepG2,0.33,Han_branched,2
Han_branched,DOPE,,8,Han_branched,mRNA,HepG2,0.33,Han_branched,2
Han_branched,DOPE,,10,Han_branched,mRNA,HepG2,0.33,Han_branched,2
Han_branched,DOPE,,14,Han_branched,mRNA,HepG2,0.33,Han_branched,2
Han_branched,DOPE,,6-6,Han_branched,mRNA,HepG2,0.33,Han_branched,2
Han_branched,DOPE,,6-8,Han_branched,mRNA,HepG2,0.33,Han_branched,1
Han_branched,DOPE,,6-10,Han_branched,mRNA,HepG2,0.33,Han_branched,1
Han_branched,DOPE,,6-12,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,6-14,Han_branched,mRNA,HepG2,0.33,Han_branched,1
Han_branched,DOPE,,8-6,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,8-8,Han_branched,mRNA,HepG2,0.33,Han_branched,1
Han_branched,DOPE,,8-10,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,8-12,Han_branched,mRNA,HepG2,0.33,Han_branched,1
Han_branched,DOPE,,8-14,Han_branched,mRNA,HepG2,0.33,Han_branched,1
Han_branched,DOPE,,10-6,Han_branched,mRNA,HepG2,0.33,Han_branched,1
Han_branched,DOPE,,12-6,Han_branched,mRNA,HepG2,0.33,Han_branched,1
Han_branched,DOPE,,12-8,Han_branched,mRNA,HepG2,0.33,Han_branched,0
Han_branched,DOPE,,12-10,Han_branched,mRNA,HepG2,0.33,Han_branched,1
Han_branched,DOPE,,14-10,Han_branched,mRNA,HepG2,0.33,Han_branched,1
Han_branched,DOPE,,14-12,Han_branched,mRNA,HepG2,0.33,Han_branched,2
Han_branched,DOPE,,14-14,Han_branched,mRNA,HepG2,0.33,Han_branched,2
Han_branched,DSPC,,MC3,Han_branched,mRNA,HepG2,0.33,Han_branched,1
